pair,feature,t-stat,p-value
"(4, 12)",First Index,-2.3740776219255944,0.018589745283232754
"(4, 12)",Content Function Ratio,-0.7816302447647592,0.4354048117132966
"(4, 12)",Lexical Frequency,-0.5973539416057686,0.5509823255141324
"(4, 12)",Word Length,-1.8285082976183933,0.0690412699125243
"(5, 6)",First Index,-0.8591133003877571,0.39085288628853576
"(5, 6)",Content Function Ratio,-0.30327781137337784,0.7618543176295463
"(5, 6)",Lexical Frequency,-0.411592124683659,0.6808847073944421
"(5, 6)",Word Length,-1.1975792240513263,0.23187318441725147
"(5, 8)",First Index,-0.3300407338462257,0.7416920375079316
"(5, 8)",Content Function Ratio,-0.07014761050137784,0.9441416791044237
"(5, 8)",Lexical Frequency,-0.8524668870350738,0.39490804615770125
"(5, 8)",Word Length,-1.1615579430605745,0.24670899183870357
"(5, 10)",First Index,-2.1133916059228954,0.03572560210147059
"(5, 10)",Content Function Ratio,-0.3488475685765794,0.7275467304850967
"(5, 10)",Lexical Frequency,-1.2160839686253535,0.22529262913759113
"(5, 10)",Word Length,0.2234561532684464,0.8233936684068114
"(5, 12)",First Index,-2.080243467602338,0.03884475045514015
"(5, 12)",Content Function Ratio,-1.2568442290118764,0.21035295552276126
"(5, 12)",Lexical Frequency,-0.5781403625784949,0.5638539512178233
"(5, 12)",Word Length,-2.0347602604308506,0.043264435817511396
"(6, 8)",First Index,0.31791825833514503,0.7507789443383008
"(6, 8)",Content Function Ratio,0.18970241388771616,0.849676893842256
"(6, 8)",Lexical Frequency,-0.6965174576359597,0.4866705188888296
"(6, 8)",Word Length,-0.2629088453113091,0.7928101321101817
"(6, 10)",First Index,-1.5415775823465736,0.1242819648269815
"(6, 10)",Content Function Ratio,-0.1577635116156287,0.8747544786223185
"(6, 10)",Lexical Frequency,-1.136979212079073,0.2564986790808176
"(6, 10)",Word Length,1.2461642262941859,0.2137238905314464
"(6, 12)",First Index,-1.580586455320135,0.11517908406393382
"(6, 12)",Content Function Ratio,-1.3777429213608354,0.16945832328888258
"(6, 12)",Lexical Frequency,-0.4016786688657292,0.6882479758063076
"(6, 12)",Word Length,-1.2897657440171972,0.19826931802697395
"(8, 10)",First Index,-1.4265979021077522,0.1558908177527007
"(8, 10)",Content Function Ratio,-0.3500415366934162,0.7268261789694238
"(8, 10)",Lexical Frequency,-0.3689560283054945,0.7127100463838059
"(8, 10)",Word Length,1.4037405358827502,0.1625792844370109
"(8, 12)",First Index,-1.45372183831627,0.14867795011377555
"(8, 12)",Content Function Ratio,-1.5480458484181723,0.12428912957458405
"(8, 12)",Lexical Frequency,0.19643638399965474,0.8446065344518427
"(8, 12)",Word Length,-1.0570523809034247,0.29264693645915685
"(10, 12)",First Index,-0.21198695012601984,0.8324829442586206
"(10, 12)",Content Function Ratio,-1.4495060901544046,0.1498488506643494
"(10, 12)",Lexical Frequency,0.5950249987635161,0.552966115495604
"(10, 12)",Word Length,-2.5193643226192792,0.013094130398347791
